unit_dur,percentage,participant_id,mean_sig,std_sig,n_sig,n_trial
0.7,0.111,36,0.0,0.0,0,7
0.7,0.222,1,0.14285714285714285,0.37796447300922725,1,7
0.7,0.222,3,0.2857142857142857,0.4879500364742666,2,7
0.7,0.222,4,0.5714285714285714,0.5345224838248488,4,7
0.7,0.222,5,0.2857142857142857,0.48795003647426666,2,7
0.7,0.222,6,0.5714285714285714,0.5345224838248488,4,7
0.7,0.222,7,0.14285714285714285,0.37796447300922725,1,7
0.7,0.222,9,0.0,0.0,0,7
0.7,0.222,10,0.0,0.0,0,7
0.7,0.222,11,0.14285714285714285,0.37796447300922725,1,7
0.7,0.222,12,0.0,0.0,0,7
0.7,0.222,13,0.42857142857142855,0.5345224838248488,3,7
0.7,0.222,14,0.14285714285714285,0.37796447300922725,1,7
0.7,0.222,15,0.2857142857142857,0.4879500364742666,2,7
0.7,0.222,17,0.3333333333333333,0.5163977794943223,2,6
0.7,0.222,18,0.5,0.7071067811865476,1,2
0.7,0.222,20,0.0,0.0,0,7
0.7,0.222,21,0.5714285714285714,0.5345224838248488,4,7
0.7,0.222,24,0.0,0.0,0,5
0.7,0.222,25,0.2857142857142857,0.4879500364742666,2,7
0.7,0.222,27,0.0,0.0,0,6
0.7,0.222,28,0.0,0.0,0,7
0.7,0.222,29,0.42857142857142855,0.5345224838248488,3,7
0.7,0.222,30,0.0,0.0,0,7
0.7,0.222,31,0.14285714285714285,0.37796447300922725,1,7
0.7,0.222,34,0.14285714285714285,0.37796447300922725,1,7
0.7,0.222,35,0.6,0.5477225575051661,3,5
0.7,0.222,36,0.5714285714285714,0.5345224838248488,4,7
0.7,0.333,1,0.5714285714285714,0.5345224838248488,4,7
0.7,0.333,3,0.7142857142857143,0.4879500364742666,5,7
0.7,0.333,4,0.7142857142857143,0.48795003647426666,5,7
0.7,0.333,5,0.42857142857142855,0.5345224838248488,3,7
0.7,0.333,6,0.42857142857142855,0.5345224838248488,3,7
0.7,0.333,7,0.2857142857142857,0.4879500364742666,2,7
