participant_id,percentage,unitdur,correct,sum_correct,median_ncycle,median_rt
9,0.222,0.4,1,8,14.87498015165329,5.949992060661316
9,0.222,0.7,0,0,7.66561440059117,5.365930080413818
9,0.222,0.7,1,3,10.162902900150845,7.114032030105591
9,0.222,1.0,0,0,4.479967951774597,4.479967951774597
9,0.222,1.0,1,4,6.8910475969314575,6.8910475969314575
9,0.333,0.4,0,0,12.757225036621094,5.1028900146484375
9,0.333,0.4,1,5,16.882269978523254,6.752907991409302
9,0.333,0.7,0,0,8.048511232648577,5.633957862854004
9,0.333,0.7,1,5,9.472883088248118,6.631018161773682
9,0.333,1.0,0,0,4.020837068557739,4.020837068557739
9,0.333,1.0,1,7,4.066041946411133,4.066041946411133
9,0.444,0.4,0,0,11.782481074333191,4.712992429733276
9,0.444,0.4,1,10,10.278777480125427,4.111510992050171
9,0.444,0.7,0,0,7.138652801513673,4.99705696105957
9,0.444,0.7,1,5,11.16856575012207,7.817996025085449
9,0.444,1.0,0,0,4.090980052947998,4.090980052947998
9,0.444,1.0,1,7,4.218055963516235,4.218055963516235
9,0.556,0.4,0,0,13.29113245010376,5.316452980041504
9,0.556,0.4,1,12,6.064923405647277,2.425969362258911
9,0.556,0.7,0,0,10.370653527123588,7.259457468986511
9,0.556,0.7,1,12,5.700840779713222,3.9905885457992554
9,0.556,1.0,0,0,4.456954002380371,4.456954002380371
9,0.556,1.0,1,10,5.938028931617737,5.938028931617737
9,0.667,0.4,1,14,5.334954857826232,2.133981943130493
9,0.667,0.7,0,0,6.098425728934152,4.268898010253906
9,0.667,0.7,1,11,4.974207196916853,3.481945037841797
9,0.667,1.0,0,0,4.879581928253174,4.879581928253174
9,0.667,1.0,1,12,4.421984910964966,4.421984910964966
9,0.778,0.4,1,13,4.902595281600952,1.9610381126403809
9,0.778,0.7,1,14,4.729303462164743,3.31051242351532
9,0.778,1.0,0,0,4.263477921485901,4.263477921485901
9,0.778,1.0,1,12,4.774977445602417,4.774977445602417
9,0.889,0.4,1,14,4.404861330986023,1.7619445323944092
9,0.889,0.7,0,0,8.344528675079346,5.841170072555542
9,0.889,0.7,1,13,3.8956999778747563,2.726989984512329
9,0.889,1.0,1,14,4.360512971878052,4.360512971878052
9,1.0,0.4,1,14,4.163661301136017,1.6654645204544067
9,1.0,0.7,1,14,3.9328949792044505,2.7530264854431152
9,1.0,1.0,1,14,3.6375445127487183,3.6375445127487183
10,0.0,0.4,1,124,13.060192167758942,5.224076867103577
10,0.0,0.7,0,0,8.211372920445035,5.747961044311523
10,0.0,0.7,1,124,7.307959284101214,5.11557149887085
10,0.0,1.0,0,0,6.845033884048462,6.845033884048462
10,0.0,1.0,1,125,5.200947999954224,5.200947999954224
10,0.111,0.4,0,0,12.566201090812683,5.026480436325073
10,0.111,0.7,0,0,7.829306636537825,5.480514645576477
10,0.111,1.0,0,0,5.6570175886154175,5.6570175886154175
10,0.222,0.4,0,0,13.908733427524567,5.563493371009827
10,0.222,0.7,0,0,8.400022132056101,5.88001549243927
10,0.222,1.0,0,0,4.8605064153671265,4.8605064153671265
10,0.333,0.4,0,0,16.700152456760406,6.680060982704163
10,0.333,0.4,1,2,18.72487246990204,7.489948987960815
10,0.333,0.7,0,0,6.8071000916617255,4.764970064163208
10,0.333,1.0,0,0,5.2179951667785645,5.2179951667785645
10,0.333,1.0,1,1,6.64701509475708,6.64701509475708
10,0.444,0.4,0,0,13.166247308254242,5.266498923301697
10,0.444,0.4,1,3,10.750067830085754,4.300027132034302
10,0.444,0.7,0,0,7.408555916377477,5.185989141464233
