unitdur,percentage,participant_id,mean_yes,std_yes,sum_yes,n_trial
0.7,0.778,35,0.9285714285714286,0.2672612419124244,13,14
0.7,0.778,36,0.9166666666666666,0.28867513459481287,11,12
0.7,0.889,1,0.9230769230769231,0.2773500981126145,12,13
0.7,0.889,3,0.9285714285714286,0.2672612419124244,13,14
0.7,0.889,4,1.0,0.0,13,13
0.7,0.889,5,1.0,0.0,14,14
0.7,0.889,6,1.0,0.0,14,14
0.7,0.889,7,1.0,0.0,14,14
0.7,0.889,9,0.9285714285714286,0.2672612419124244,13,14
0.7,0.889,10,0.8333333333333334,0.38924947208076144,10,12
0.7,0.889,11,1.0,0.0,14,14
0.7,0.889,12,1.0,0.0,14,14
0.7,0.889,13,1.0,0.0,14,14
0.7,0.889,14,1.0,0.0,10,10
0.7,0.889,15,1.0,0.0,14,14
0.7,0.889,17,1.0,0.0,14,14
0.7,0.889,18,1.0,0.0,12,12
0.7,0.889,20,1.0,0.0,14,14
0.7,0.889,21,1.0,0.0,14,14
0.7,0.889,24,0.75,0.4629100498862757,6,8
0.7,0.889,25,1.0,0.0,13,13
0.7,0.889,27,1.0,0.0,14,14
0.7,0.889,28,1.0,0.0,14,14
0.7,0.889,29,0.8571428571428571,0.3631365196012814,12,14
0.7,0.889,30,1.0,0.0,14,14
0.7,0.889,31,1.0,0.0,14,14
0.7,0.889,34,1.0,0.0,12,12
0.7,0.889,35,1.0,0.0,14,14
0.7,0.889,36,0.9230769230769231,0.2773500981126145,12,13
0.7,1.0,1,1.0,0.0,12,12
0.7,1.0,3,1.0,0.0,14,14
0.7,1.0,4,1.0,0.0,14,14
0.7,1.0,5,1.0,0.0,13,13
0.7,1.0,6,1.0,0.0,14,14
0.7,1.0,7,1.0,0.0,14,14
0.7,1.0,9,1.0,0.0,14,14
0.7,1.0,10,1.0,0.0,13,13
0.7,1.0,11,1.0,0.0,14,14
0.7,1.0,12,1.0,0.0,13,13
0.7,1.0,13,1.0,0.0,14,14
0.7,1.0,14,1.0,0.0,14,14
0.7,1.0,15,1.0,0.0,13,13
0.7,1.0,17,1.0,0.0,14,14
0.7,1.0,18,1.0,0.0,12,12
0.7,1.0,20,1.0,0.0,14,14
0.7,1.0,21,1.0,0.0,14,14
0.7,1.0,24,0.9,0.31622776601683794,9,10
0.7,1.0,25,1.0,0.0,14,14
0.7,1.0,27,1.0,0.0,14,14
0.7,1.0,28,1.0,0.0,13,13
0.7,1.0,29,0.9166666666666666,0.28867513459481287,11,12
0.7,1.0,30,1.0,0.0,13,13
0.7,1.0,31,0.9285714285714286,0.2672612419124244,13,14
0.7,1.0,34,1.0,0.0,10,10
0.7,1.0,35,1.0,0.0,14,14
0.7,1.0,36,0.9166666666666666,0.28867513459481287,11,12
1.0,0.0,1,0.0975609756097561,0.2979337077309634,12,123
1.0,0.0,3,0.31746031746031744,0.4673464436718207,40,126
1.0,0.0,4,0.45689655172413796,0.5002997602187739,53,116
1.0,0.0,5,0.016,0.12598002913928655,2,125
1.0,0.0,6,0.04918032786885246,0.21713609307435303,6,122
1.0,0.0,7,0.032,0.17670825235854976,4,125
1.0,0.0,9,0.18253968253968253,0.38783076001356376,23,126
1.0,0.0,10,0.007936507936507936,0.08908708063747478,1,126
1.0,0.0,11,0.16101694915254236,0.36911395370722844,19,118
1.0,0.0,12,0.024390243902439025,0.15488835927358977,3,123
1.0,0.0,13,0.18253968253968253,0.38783076001356387,23,126
1.0,0.0,14,0.04132231404958678,0.19986221148898362,5,121
1.0,0.0,15,0.1958762886597938,0.398935439057603,19,97
1.0,0.0,17,0.048,0.21462645719722498,6,125
1.0,0.0,18,0.37037037037037035,0.48515519421971176,40,108
1.0,0.0,20,0.2698412698412698,0.44564916089136153,34,126
1.0,0.0,21,0.4358974358974359,0.49800663658185873,51,117
1.0,0.0,24,0.025210084033613446,0.1574255204016226,3,119
1.0,0.0,25,0.01639344262295082,0.12750670423968666,2,122
1.0,0.0,27,0.2661290322580645,0.44372537774798554,33,124
1.0,0.0,28,0.04201680672268908,0.20147582532332903,5,119
1.0,0.0,29,0.11711711711711711,0.32301811766633826,13,111
1.0,0.0,30,0.07563025210084033,0.2655235910086697,9,119
1.0,0.0,31,0.0873015873015873,0.28340335269269545,11,126
1.0,0.0,34,0.016129032258064516,0.12648281272371759,2,124
1.0,0.0,35,0.29365079365079366,0.4572519711049534,37,126
1.0,0.0,36,0.25203252032520324,0.4359556289453889,31,123
1.0,0.111,1,0.0,0.0,0,14
1.0,0.111,3,0.2857142857142857,0.46880723093849547,4,14
1.0,0.111,4,0.35714285714285715,0.4972451580988469,5,14
1.0,0.111,5,0.07142857142857142,0.2672612419124244,1,14
1.0,0.111,6,0.07142857142857142,0.26726124191242434,1,14
1.0,0.111,7,0.0,0.0,0,14
1.0,0.111,9,0.21428571428571427,0.4258153136263201,3,14
1.0,0.111,10,0.0,0.0,0,14
1.0,0.111,11,0.14285714285714285,0.36313651960128146,2,14
1.0,0.111,12,0.0,0.0,0,14
1.0,0.111,13,0.21428571428571427,0.42581531362632,3,14
1.0,0.111,14,0.08333333333333333,0.2886751345948129,1,12
1.0,0.111,15,0.23076923076923078,0.4385290096535146,3,13
1.0,0.111,17,0.0,0.0,0,14
1.0,0.111,18,0.5,0.5222329678670935,6,12
1.0,0.111,20,0.2857142857142857,0.4688072309384954,4,14
1.0,0.111,21,0.42857142857142855,0.5135525910130955,6,14
1.0,0.111,24,0.0,0.0,0,13
1.0,0.111,25,0.07142857142857142,0.2672612419124244,1,14
1.0,0.111,27,0.35714285714285715,0.4972451580988469,5,14
1.0,0.111,28,0.15384615384615385,0.3755338080994054,2,13
1.0,0.111,29,0.4166666666666667,0.5149286505444373,5,12
1.0,0.111,30,0.15384615384615385,0.3755338080994054,2,13
1.0,0.111,31,0.0,0.0,0,14
1.0,0.111,34,0.0,0.0,0,14
1.0,0.111,35,0.5714285714285714,0.5135525910130955,8,14
1.0,0.111,36,0.07142857142857142,0.2672612419124244,1,14
1.0,0.222,1,0.0,0.0,0,14
1.0,0.222,3,0.2857142857142857,0.4688072309384954,4,14
1.0,0.222,4,0.5,0.5188745216627708,7,14
1.0,0.222,5,0.07142857142857142,0.2672612419124244,1,14
1.0,0.222,6,0.0,0.0,0,14
1.0,0.222,7,0.15384615384615385,0.3755338080994054,2,13
1.0,0.222,9,0.2857142857142857,0.4688072309384954,4,14
1.0,0.222,10,0.0,0.0,0,14
1.0,0.222,11,0.16666666666666666,0.38924947208076144,2,12
1.0,0.222,12,0.0,0.0,0,14
1.0,0.222,13,0.15384615384615385,0.37553380809940534,2,13
1.0,0.222,14,0.09090909090909091,0.30151134457776363,1,11
1.0,0.222,15,0.3333333333333333,0.4923659639173309,4,12
1.0,0.222,17,0.0,0.0,0,14
1.0,0.222,18,0.5454545454545454,0.5222329678670935,6,11
1.0,0.222,20,0.35714285714285715,0.49724515809884695,5,14
1.0,0.222,21,0.7857142857142857,0.4258153136263201,11,14
1.0,0.222,24,0.0,0.0,0,12
1.0,0.222,25,0.07142857142857142,0.2672612419124244,1,14
1.0,0.222,27,0.35714285714285715,0.4972451580988469,5,14
1.0,0.222,28,0.0,0.0,0,12
1.0,0.222,29,0.09090909090909091,0.30151134457776363,1,11
1.0,0.222,30,0.14285714285714285,0.3631365196012814,2,14
1.0,0.222,31,0.14285714285714285,0.36313651960128146,2,14
1.0,0.222,34,0.07142857142857142,0.26726124191242434,1,14
1.0,0.222,35,0.5714285714285714,0.5135525910130955,8,14
1.0,0.222,36,0.35714285714285715,0.4972451580988469,5,14
1.0,0.333,1,0.14285714285714285,0.36313651960128146,2,14
1.0,0.333,3,0.35714285714285715,0.4972451580988469,5,14
1.0,0.333,4,0.5714285714285714,0.5135525910130955,8,14
1.0,0.333,5,0.0,0.0,0,13
1.0,0.333,6,0.14285714285714285,0.36313651960128146,2,14
1.0,0.333,7,0.21428571428571427,0.4258153136263201,3,14
1.0,0.333,9,0.5,0.5188745216627708,7,14
1.0,0.333,10,0.07142857142857142,0.2672612419124244,1,14
1.0,0.333,11,0.23076923076923078,0.4385290096535146,3,13
1.0,0.333,12,0.0,0.0,0,13
1.0,0.333,13,0.2857142857142857,0.46880723093849547,4,14
1.0,0.333,14,0.0,0.0,0,14
1.0,0.333,15,0.2222222222222222,0.4409585518440985,2,9
1.0,0.333,17,0.07142857142857142,0.2672612419124244,1,14
1.0,0.333,18,0.4166666666666667,0.5149286505444373,5,12
1.0,0.333,20,0.5,0.5188745216627708,7,14
1.0,0.333,21,0.46153846153846156,0.5188745216627708,6,13
1.0,0.333,24,0.07692307692307693,0.2773500981126146,1,13
1.0,0.333,25,0.0,0.0,0,14
1.0,0.333,27,0.35714285714285715,0.4972451580988469,5,14
1.0,0.333,28,0.08333333333333333,0.2886751345948129,1,12
1.0,0.333,29,0.14285714285714285,0.3631365196012814,2,14
1.0,0.333,30,0.21428571428571427,0.4258153136263201,3,14
1.0,0.333,31,0.0,0.0,0,14
1.0,0.333,34,0.0,0.0,0,13
1.0,0.333,35,0.5,0.5188745216627708,7,14
1.0,0.333,36,0.35714285714285715,0.4972451580988469,5,14
1.0,0.444,1,0.21428571428571427,0.42581531362632,3,14
1.0,0.444,3,0.42857142857142855,0.5135525910130955,6,14
1.0,0.444,4,0.6153846153846154,0.5063696835418333,8,13
1.0,0.444,5,0.15384615384615385,0.37553380809940534,2,13
1.0,0.444,6,0.21428571428571427,0.42581531362632,3,14
1.0,0.444,7,0.07142857142857142,0.2672612419124244,1,14
1.0,0.444,9,0.5,0.5188745216627708,7,14
1.0,0.444,10,0.0,0.0,0,14
1.0,0.444,11,0.3076923076923077,0.4803844614152614,4,13
1.0,0.444,12,0.07142857142857142,0.2672612419124244,1,14
1.0,0.444,13,0.38461538461538464,0.5063696835418333,5,13
1.0,0.444,14,0.0,0.0,0,13
1.0,0.444,15,0.45454545454545453,0.5222329678670935,5,11
1.0,0.444,17,0.07142857142857142,0.2672612419124244,1,14
1.0,0.444,18,0.6666666666666666,0.4923659639173309,8,12
1.0,0.444,20,0.5714285714285714,0.5135525910130955,8,14
1.0,0.444,21,0.5714285714285714,0.5135525910130955,8,14
1.0,0.444,24,0.0,0.0,0,14
1.0,0.444,25,0.14285714285714285,0.36313651960128146,2,14
1.0,0.444,27,0.5,0.5188745216627708,7,14
1.0,0.444,28,0.07692307692307693,0.2773500981126146,1,13
1.0,0.444,29,0.15384615384615385,0.3755338080994054,2,13
1.0,0.444,30,0.07692307692307693,0.2773500981126146,1,13
1.0,0.444,31,0.14285714285714285,0.36313651960128146,2,14
1.0,0.444,34,0.07142857142857142,0.2672612419124244,1,14
1.0,0.444,35,0.6428571428571429,0.4972451580988469,9,14
1.0,0.444,36,0.21428571428571427,0.4258153136263201,3,14
1.0,0.556,1,0.42857142857142855,0.5135525910130955,6,14
1.0,0.556,3,0.7857142857142857,0.42581531362632014,11,14
1.0,0.556,4,0.9285714285714286,0.2672612419124244,13,14
1.0,0.556,5,0.14285714285714285,0.3631365196012814,2,14
1.0,0.556,6,0.6153846153846154,0.5063696835418333,8,13
1.0,0.556,7,0.2857142857142857,0.46880723093849547,4,14
1.0,0.556,9,0.7142857142857143,0.46880723093849547,10,14
1.0,0.556,10,0.0,0.0,0,13
1.0,0.556,11,0.8461538461538461,0.3755338080994054,11,13
1.0,0.556,12,0.16666666666666666,0.3892494720807615,2,12
1.0,0.556,13,0.5384615384615384,0.5188745216627708,7,13
1.0,0.556,14,0.21428571428571427,0.4258153136263201,3,14
1.0,0.556,15,0.7692307692307693,0.43852900965351466,10,13
1.0,0.556,17,0.2857142857142857,0.46880723093849547,4,14
1.0,0.556,18,0.5833333333333334,0.5149286505444373,7,12
1.0,0.556,20,0.5,0.5188745216627708,7,14
1.0,0.556,21,0.6153846153846154,0.5063696835418333,8,13
1.0,0.556,24,0.0,0.0,0,11
1.0,0.556,25,0.21428571428571427,0.42581531362632,3,14
1.0,0.556,27,0.5714285714285714,0.5135525910130955,8,14
1.0,0.556,28,0.14285714285714285,0.36313651960128146,2,14
1.0,0.556,29,0.3076923076923077,0.4803844614152614,4,13
1.0,0.556,30,0.42857142857142855,0.5135525910130955,6,14
1.0,0.556,31,0.21428571428571427,0.4258153136263201,3,14
1.0,0.556,34,0.14285714285714285,0.36313651960128146,2,14
1.0,0.556,35,0.8571428571428571,0.36313651960128146,12,14
1.0,0.556,36,0.2857142857142857,0.46880723093849547,4,14
1.0,0.667,1,0.42857142857142855,0.5135525910130955,6,14
1.0,0.667,3,0.5714285714285714,0.5135525910130955,8,14
1.0,0.667,4,0.9285714285714286,0.2672612419124244,13,14
1.0,0.667,5,0.35714285714285715,0.4972451580988469,5,14
1.0,0.667,6,0.7692307692307693,0.4385290096535146,10,13
1.0,0.667,7,0.42857142857142855,0.5135525910130955,6,14
1.0,0.667,9,0.8571428571428571,0.3631365196012814,12,14
1.0,0.667,10,0.38461538461538464,0.5063696835418333,5,13
1.0,0.667,11,0.9230769230769231,0.2773500981126145,12,13
1.0,0.667,12,0.38461538461538464,0.5063696835418333,5,13
1.0,0.667,13,0.6153846153846154,0.5063696835418333,8,13
1.0,0.667,14,0.6923076923076923,0.4803844614152614,9,13
1.0,0.667,15,0.6428571428571429,0.4972451580988469,9,14
1.0,0.667,17,0.42857142857142855,0.5135525910130955,6,14
1.0,0.667,18,0.75,0.4522670168666455,9,12
1.0,0.667,20,0.7142857142857143,0.4688072309384954,10,14
1.0,0.667,21,0.7142857142857143,0.4688072309384954,10,14
1.0,0.667,24,0.3,0.48304589153964794,3,10
1.0,0.667,25,0.5714285714285714,0.5135525910130955,8,14
1.0,0.667,27,0.6428571428571429,0.4972451580988469,9,14
1.0,0.667,28,0.6153846153846154,0.5063696835418333,8,13
1.0,0.667,29,0.6153846153846154,0.5063696835418333,8,13
1.0,0.667,30,0.7857142857142857,0.42581531362632,11,14
1.0,0.667,31,0.5,0.5188745216627708,7,14
1.0,0.667,34,0.42857142857142855,0.5135525910130955,6,14
1.0,0.667,35,0.7857142857142857,0.42581531362632014,11,14
1.0,0.667,36,0.42857142857142855,0.5135525910130955,6,14
1.0,0.778,1,0.6428571428571429,0.4972451580988469,9,14
1.0,0.778,3,0.8571428571428571,0.36313651960128146,12,14
1.0,0.778,4,1.0,0.0,14,14
1.0,0.778,5,0.6666666666666666,0.4923659639173309,8,12
1.0,0.778,6,0.7857142857142857,0.4258153136263201,11,14
1.0,0.778,7,0.5714285714285714,0.5135525910130955,8,14
1.0,0.778,9,0.8571428571428571,0.36313651960128146,12,14
1.0,0.778,10,0.38461538461538464,0.5063696835418333,5,13
1.0,0.778,11,0.8333333333333334,0.38924947208076144,10,12
1.0,0.778,12,0.5714285714285714,0.5135525910130955,8,14
1.0,0.778,13,0.9285714285714286,0.2672612419124244,13,14
1.0,0.778,14,0.8181818181818182,0.40451991747794525,9,11
1.0,0.778,15,0.7857142857142857,0.42581531362632,11,14
1.0,0.778,17,0.7142857142857143,0.46880723093849547,10,14
1.0,0.778,18,0.4166666666666667,0.5149286505444373,5,12
1.0,0.778,20,0.8571428571428571,0.3631365196012814,12,14
1.0,0.778,21,0.9285714285714286,0.2672612419124244,13,14
1.0,0.778,24,0.16666666666666666,0.38924947208076144,2,12
1.0,0.778,25,0.7857142857142857,0.42581531362632014,11,14
1.0,0.778,27,0.8571428571428571,0.36313651960128146,12,14
1.0,0.778,28,0.7857142857142857,0.42581531362632,11,14
1.0,0.778,29,0.7692307692307693,0.4385290096535146,10,13
1.0,0.778,30,0.8461538461538461,0.37553380809940534,11,13
1.0,0.778,31,0.5714285714285714,0.5135525910130955,8,14
1.0,0.778,34,0.3076923076923077,0.48038446141526137,4,13
1.0,0.778,35,0.7857142857142857,0.42581531362632,11,14
1.0,0.778,36,0.6923076923076923,0.4803844614152614,9,13
1.0,0.889,1,0.9230769230769231,0.2773500981126145,12,13
1.0,0.889,3,0.9285714285714286,0.2672612419124244,13,14
1.0,0.889,4,1.0,0.0,14,14
1.0,0.889,5,0.7857142857142857,0.42581531362632014,11,14
1.0,0.889,6,1.0,0.0,13,13
1.0,0.889,7,0.7857142857142857,0.4258153136263201,11,14
1.0,0.889,9,1.0,0.0,14,14
1.0,0.889,10,0.4166666666666667,0.5149286505444373,5,12
1.0,0.889,11,1.0,0.0,13,13
1.0,0.889,12,0.9285714285714286,0.2672612419124244,13,14
1.0,0.889,13,0.8571428571428571,0.36313651960128146,12,14
1.0,0.889,14,0.9230769230769231,0.2773500981126145,12,13
1.0,0.889,15,0.7692307692307693,0.4385290096535146,10,13
1.0,0.889,17,0.7857142857142857,0.4258153136263201,11,14
1.0,0.889,18,0.6363636363636364,0.504524979109513,7,11
1.0,0.889,20,0.8571428571428571,0.36313651960128146,12,14
1.0,0.889,21,1.0,0.0,14,14
1.0,0.889,24,0.4166666666666667,0.5149286505444373,5,12
1.0,0.889,25,0.9285714285714286,0.2672612419124244,13,14
1.0,0.889,27,0.9285714285714286,0.2672612419124244,13,14
1.0,0.889,28,0.9230769230769231,0.2773500981126146,12,13
1.0,0.889,29,1.0,0.0,14,14
1.0,0.889,30,0.9285714285714286,0.2672612419124244,13,14
1.0,0.889,31,0.8571428571428571,0.36313651960128146,12,14
1.0,0.889,34,0.7142857142857143,0.4688072309384954,10,14
1.0,0.889,35,0.9285714285714286,0.2672612419124244,13,14
1.0,0.889,36,0.75,0.4522670168666455,9,12
1.0,1.0,1,0.8571428571428571,0.3631365196012814,12,14
1.0,1.0,3,0.9285714285714286,0.2672612419124244,13,14
1.0,1.0,4,1.0,0.0,14,14
1.0,1.0,5,0.8333333333333334,0.3892494720807615,10,12
1.0,1.0,6,1.0,0.0,14,14
1.0,1.0,7,0.9285714285714286,0.2672612419124244,13,14
1.0,1.0,9,1.0,0.0,14,14
1.0,1.0,10,0.6428571428571429,0.4972451580988469,9,14
1.0,1.0,11,1.0,0.0,14,14
1.0,1.0,12,0.9285714285714286,0.2672612419124244,13,14
1.0,1.0,13,0.9285714285714286,0.2672612419124244,13,14
1.0,1.0,14,1.0,0.0,11,11
1.0,1.0,15,1.0,0.0,14,14
1.0,1.0,17,0.9285714285714286,0.2672612419124244,13,14
1.0,1.0,18,1.0,0.0,11,11
1.0,1.0,20,1.0,0.0,14,14
1.0,1.0,21,1.0,0.0,14,14
1.0,1.0,24,0.6923076923076923,0.48038446141526137,9,13
1.0,1.0,25,1.0,0.0,14,14
1.0,1.0,27,0.7142857142857143,0.46880723093849547,10,14
1.0,1.0,28,1.0,0.0,12,12
1.0,1.0,29,0.6923076923076923,0.48038446141526137,9,13
1.0,1.0,30,0.9285714285714286,0.2672612419124244,13,14
1.0,1.0,31,0.8571428571428571,0.3631365196012814,12,14
1.0,1.0,34,0.6428571428571429,0.49724515809884695,9,14
1.0,1.0,35,0.8571428571428571,0.36313651960128146,12,14
1.0,1.0,36,0.9166666666666666,0.28867513459481287,11,12
