unitdur,percentage,participant_id,mean_yes,std_yes,sum_yes,n_trial
0.7,0.778,17,0.9285714285714286,0.2672612419124244,13,14
0.7,0.778,18,0.8333333333333334,0.3892494720807615,10,12
0.7,0.778,20,0.9285714285714286,0.2672612419124244,13,14
0.7,0.778,21,1.0,0.0,14,14
0.7,0.778,24,0.9090909090909091,0.30151134457776363,10,11
0.7,0.778,25,1.0,0.0,14,14
0.7,0.778,27,0.9285714285714286,0.2672612419124244,13,14
0.7,0.778,28,1.0,0.0,14,14
0.7,0.778,29,1.0,0.0,14,14
0.7,0.778,30,0.9285714285714286,0.2672612419124244,13,14
0.7,0.778,31,0.8571428571428571,0.36313651960128146,12,14
0.7,0.778,34,0.6923076923076923,0.4803844614152614,9,13
